I0101 00:00:07.460472 432] [MCU] Process0x03_0x37_0x01 - TaskID=0,sendID=0,recvcount=100,walkstate=0,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:12.321568 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:14.821997 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:17.322072 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:19.821959 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:22.322487 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:24.821903 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:27.321882 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:29.821843 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:32.322378 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:34.822659 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:37.322326 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:39.822566 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:42.322305 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:44.822427 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:47.322695 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:49.823025 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:52.322719 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:54.822883 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:57.322747 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:39:59.823127 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:02.322651 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:04.823124 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:07.323781 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:09.823706 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:12.323135 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:14.823683 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:17.323161 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:19.823582 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:22.324095 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=3900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:24.823216 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:27.323732 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:29.823530 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:32.323832 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:34.823783 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:37.324487 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:39.823689 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:42.323752 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:44.824353 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:47.323983 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=4900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:49.824554 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:52.324550 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:54.824220 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:57.324977 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:40:59.824697 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:02.324045 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:04.824903 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:07.324980 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:09.825014 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:12.324612 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=5900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:14.824757 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:17.324975 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:19.825189 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:22.325094 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:24.825110 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:27.324731 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:29.825521 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:32.325006 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:34.825357 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:37.325755 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:39.825476 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:42.325320 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:44.825197 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:47.325568 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:49.826035 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:52.325645 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:54.825541 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:57.325839 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:41:59.825572 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:02.325805 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:04.826459 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:07.325901 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:09.825717 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:12.325773 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:14.826354 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:17.326486 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:19.826229 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:22.326568 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:24.826798 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:27.326503 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:29.826292 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:32.326406 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:34.826602 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:37.326619 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:39.827234 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:42.326614 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:44.826915 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:47.326778 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:49.826885 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:52.326915 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:54.826797 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:57.326781 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:42:59.827481 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:02.327787 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:04.827574 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:07.327734 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:09.827723 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:12.327472 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:14.827642 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:17.327927 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:19.827370 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:22.327288 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:24.827574 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:27.328193 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:29.827991 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
